label,qname,qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
1,q+Z8C3wjCOnPuA7KYEVrik+hWBbo1AYv1VT8DUfpXISQhjPmefGPDOMIAaYtI/q.+Kyz1XmApxQ4YJwnx6uuF/fBDoS5bUsyQFtcnViCpIHISGffpQR8oP7W5+BpW+z.wrNlAhZBe765IXl9WDJKhDgaacsUPoDngiSS+vLuD4tM5S6+9Z.hidemyself.org.,1,1,0,0,194,5.806959237498909,16,194,5.806959237498909,16,3,2,1.0,0,0,0,0,0
1,q+Z8DHwkCIhBkYipuZR06xmVvOxMW11cPKISN2fC6nSkN05OrExR3yohkmKzrSD.n2bVANECE5n6Q3do7+Vtv4FJlKWS9Tai1BAb/Q64bscKWWhX/Uh6Y0Vq80RxUEe.Zeq12CX3+cQheYaIv5cPgOIU1zIffMNvjT3cIlqJPF61MzG8uW.hidemyself.org.,1,1,0,0,194,5.85983339910298,16,194,5.85983339910298,16,3,2,1.0,0,0,0,0,0
1,q+Z8DXwlBA.hidemyself.org.,1,1,0,0,26,4.363713275750189,16,26,4.363713275750189,16,3,2,1.0,0,0,0,0,0
1,q+Z8Inw6CNFP7QhNi5OopE6Dw2FNL0W/kUwhPbyeoVlK2mtXyG5FnK05uYxAR0v.QSJJqN12By70xzd7PNcC9aRWSCAxbcC3zZpjypdpZsN9hFv9cHRvLlg9u8TMcX9.b1blEM9d0gTB3gZh2X4T7Iv0St36bdEb2iGOJN8xtxR0MgEs4f.hidemyself.org.,1,0,0,0,194,5.838736541810148,16,0,0,0,0,0,0,0,0,0,0,0
1,q+Z8DnwmBA.hidemyself.org.,1,1,0,0,26,4.363713275750189,16,26,4.363713275750189,16,3,2,1.0,0,0,0,0,0
1,q+Z8D3wnBA.hidemyself.org.,1,1,0,0,26,4.440636352673265,16,26,4.440636352673265,16,3,2,1.0,0,0,0,0,0
1,q+Z8EHwoCH+YdZP6tFZEBJL8EESh8nfKg517eX95JqBQWN8Et/5bPPFlA3yYWC8.NASTUsnBN2hMWTC2yPpsKFnuhv4MVGm2zpRgHgiDao75NN1vaLgpeFJivZ4D2De.KpebnSy+KHjFG3sdisgydw/NXQj75NaxBcL4mE4/SBLS7roVK7.hidemyself.org.,1,1,0,0,194,5.759339637387005,16,194,5.759339637387005,16,3,2,1.0,0,0,0,0,0
1,q+Z8I3w7BA.hidemyself.org.,1,0,0,0,26,4.440636352673265,16,0,0,0,0,0,0,0,0,0,0,0
1,q+Z8EXwpCMeetJb0+cFU6Pxsymw74tXFO6oicrInlzi5E8WUYpWYgfnbI3N4QZb.JdU6dTla2iGFxpZdpI7Pm/S3aly5rZwpbAD5ImS1LCrAazJFicnQAzXrmm3lOMP.00if4ngrrO4FoggdRF/2dfZkFi12fkdgqreXiwcwnkELo85axk.hidemyself.org.,1,1,0,0,194,5.652654761036388,16,194,5.652654761036388,16,3,2,1.0,0,0,0,0,0
1,q+Z8EnwqCASFZzYPTHPFBeukVtvpOv6ZaAu6dSY3AZOsGRZnH80fwB8nzHGgVGG.dNAVwDwzfziA6nqWLJeTN59eh0WveEAHFNeRBTUF3yxjpCXojk16iB2yiMwIp9W.s+XwV6vfoZIcUAZXT3LREjKeHcL8rv+XrA57XZ8FhbsnQdoX5M.hidemyself.org.,1,1,0,0,194,5.750142438269597,16,194,5.750142438269597,16,3,2,1.0,0,0,0,0,0
