label,qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
0,1.0,0.0,1.0,0.0,11.0,2.663532754804255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,1.0,1.0,0.0,11.0,2.663532754804255,1.0,11.0,2.663532754804255,1.0,185.0,13.0,3.0269868333592873,1.0,-0.0,41.0,0.0,0.0
0,1.0,0.0,1.0,0.0,13.0,3.0269868333592873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,1.0,1.0,0.0,13.0,3.0269868333592873,1.0,13.0,3.0269868333592873,1.0,167.0,13.0,2.873140679513133,1.0,-0.0,41.0,0.0,0.0
0,1.0,0.0,1.0,0.0,16.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,1.0,1.0,0.0,16.0,3.5,1.0,16.0,3.5,1.0,33.0,14.0,2.4677201004744997,1.0,-0.0,41.0,0.0,0.0
0,1.0,0.0,1.0,0.0,21.0,3.6897037321995474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,1.0,1.0,0.0,21.0,3.6897037321995474,1.0,21.0,3.6897037321995474,1.0,33.0,13.0,2.507380102423636,1.0,-0.0,41.0,0.0,0.0
0,1.0,0.0,1.0,0.0,13.0,3.180832987205441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,0.0,1.0,1.0,13.0,3.180832987205441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
0,1.0,0.0,1.0,0.0,22.0,3.641249800455479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,1.0,1.0,0.0,22.0,3.641249800455479,1.0,22.0,3.641249800455479,1.0,299.0,13.0,2.507380102423636,1.0,-0.0,41.0,0.0,0.0
0,1.0,0.0,1.0,0.0,15.0,3.323231428797621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,1.0,1.0,0.0,15.0,3.323231428797621,1.0,15.0,3.323231428797621,1.0,299.0,14.0,2.699513850319966,1.0,-0.0,41.0,0.0,0.0
0,1.0,0.0,1.0,0.0,21.0,3.558518613048906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,1.0,1.0,0.0,21.0,3.558518613048906,1.0,21.0,3.558518613048906,1.0,33.0,14.0,2.41379956460568,1.0,-0.0,41.0,0.0,0.0
0,1.0,0.0,1.0,0.0,13.0,3.238901256602631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
0,1.0,0.0,1.0,1.0,13.0,3.238901256602631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
