label,qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
1,1.0,1.0,0.0,0.0,24.0,3.8553885422075345,10.0,24.0,3.8553885422075345,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.7091479170272454,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.772055208874201,10.0,24.0,3.772055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.688721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.7091479170272454,10.0,24.0,3.7091479170272454,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8239348962840567,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.688721875540868,10.0,24.0,3.688721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.740601562950723,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8239348962840567,10.0,24.0,3.8239348962840567,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8239348962840567,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.740601562950723,10.0,24.0,3.740601562950723,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8035088547976788,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8239348962840567,10.0,24.0,3.8239348962840567,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8035088547976788,10.0,24.0,3.8035088547976788,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8553885422075345,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.740601562950723,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8553885422075345,10.0,24.0,3.8553885422075345,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.7201755214643453,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.740601562950723,10.0,24.0,3.740601562950723,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8553885422075345,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.7201755214643453,10.0,24.0,3.7201755214643453,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.772055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8553885422075345,10.0,24.0,3.8553885422075345,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,22.0,3.788754913993503,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0,0.0,22.0,3.788754913993503,10.0,22.0,3.788754913993503,10.0,0.0,48.0,4.918295834054492,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,27.0,3.926571651178274,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0,0.0,27.0,3.926571651178274,10.0,27.0,3.926571651178274,10.0,0.0,9.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,48.0,4.573934896284056,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0,0.0,48.0,4.573934896284056,10.0,48.0,4.573934896284056,10.0,0.0,25.0,2.5028246923615067,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,22.0,3.788754913993503,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,22.0,3.788754913993503,10.0,22.0,3.788754913993503,10.0,0.0,48.0,4.918295834054492,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,57.0,4.229660575826948,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,57.0,4.229660575826948,10.0,57.0,4.229660575826948,10.0,0.0,42.0,4.016735577283109,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,66.0,4.4044118321231895,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,66.0,4.4044118321231895,10.0,66.0,4.4044118321231895,10.0,0.0,51.0,4.16027994042711,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,72.0,5.627986806877675,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,72.0,5.627986806877675,10.0,72.0,5.627986806877675,10.0,0.0,57.0,5.7276268562700015,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,52.0,5.455153420022565,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,52.0,5.455153420022565,10.0,52.0,5.455153420022565,10.0,0.0,37.0,5.155399311574899,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,68.0,5.929302730924411,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,68.0,5.929302730924411,10.0,68.0,5.929302730924411,10.0,0.0,53.0,5.727920454563195,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,22.0,3.754441845713345,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,22.0,3.754441845713345,10.0,22.0,3.754441845713345,10.0,0.0,7.0,2.8073549220576046,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,22.0,3.788754913993503,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,22.0,3.788754913993503,10.0,22.0,3.788754913993503,10.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5335625168522715,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,254.0,3.5335625168522715,10.0,254.0,3.5335625168522715,10.0,0.0,768.0,7.998085058610653,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5382686370466288,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,254.0,3.5382686370466288,10.0,254.0,3.5382686370466288,10.0,0.0,1152.0,7.990571729880807,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.524603811966101,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.549310548348332,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5493105483483323,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5414365326003012,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5414365326003003,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5661432689825316,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5661432689825316,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5661432689825316,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.5414365326003003,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,1.7680702917947506,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,254.0,1.7680702917947506,10.0,254.0,1.7680702917947506,10.0,0.0,1176.0,7.991376557276955,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,254.0,3.555297255194487,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,254.0,3.555297255194487,10.0,254.0,3.555297255194487,10.0,0.0,1188.0,7.991868336404269,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,25.0,3.973660689688185,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,25.0,3.973660689688185,10.0,25.0,3.973660689688185,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8868421881310122,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8868421881310122,10.0,24.0,3.8868421881310122,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.9701755214643457,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.9701755214643457,10.0,24.0,3.9701755214643457,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.1053885422075345,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,26.0,3.536414237122231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,26.0,3.536414237122231,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,11.0,0.0,0.0,26.0,3.536414237122231,1.0,26.0,3.536414237122231,5.0,281.0,27.0,3.7080481500712317,0.0,0.0,0.0,0.0,0.0
1,1.0,5.0,0.0,0.0,26.0,3.536414237122231,28.0,26.0,3.536414237122231,5.0,242.0,27.0,3.7080481500712317,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,21.0,3.4992275417233567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,21.0,3.4992275417233567,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0,0.0,21.0,3.4992275417233567,1.0,21.0,3.4992275417233567,1.0,17111.0,15.0,2.923231428797621,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0,0.0,21.0,3.4992275417233567,28.0,21.0,3.4992275417233567,28.0,11833.0,17.0,2.4863286677871854,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.1053885422075345,10.0,24.0,4.1053885422075345,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8868421881310122,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8868421881310122,10.0,24.0,3.8868421881310122,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8868421881310122,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8868421881310122,10.0,24.0,3.8868421881310122,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.9701755214643457,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.9701755214643457,10.0,24.0,3.9701755214643457,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8868421881310122,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
