qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
1.0,1.0,1.0,0.0,16.0,3.202819531114783,1.0,16.0,3.202819531114783,1.0,20316.0,12.0,2.6258145836939115,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,14.0,3.3787834934861767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,4.0,1.0,0.0,14.0,3.3787834934861767,1.0,14.0,3.3787834934861767,1.0,407.0,12.0,2.355388542207534,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,16.0,3.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,16.0,3.375,1.0,16.0,3.375,1.0,2622.0,13.0,2.9689185639620974,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.721928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,10.0,2.721928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,2.9139770731827523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,11.0,2.9139770731827523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.9219280948873627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,10.0,2.9219280948873627,1.0,10.0,2.9219280948873627,1.0,5187.0,15.0,2.8729055953200566,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,8.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,8.0,2.5,1.0,8.0,2.5,1.0,727.0,11.0,2.481714572986073,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,20.0,3.4841837197791885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,20.0,3.4841837197791885,1.0,20.0,3.4841837197791885,1.0,1799.0,13.0,2.449311833026446,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,10.0,2.9219280948873623,1.0,10.0,2.9219280948873623,1.0,95.0,12.0,2.688721875540867,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,3.095795255000934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,11.0,3.095795255000934,1.0,11.0,3.095795255000934,1.0,378.0,12.0,2.5220552088742005,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,23.0,3.8820451081368628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,23.0,3.8820451081368628,1.0,23.0,3.8820451081368628,1.0,21586.0,12.0,2.396240625180289,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.721928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,10.0,2.721928094887362,1.0,10.0,2.721928094887362,1.0,156.0,12.0,2.6258145836939115,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,5.0,1.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,5.0,1.9219280948873623,1.0,5.0,1.9219280948873623,1.0,76.0,13.0,2.5073801024236353,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,4.0,1.0,0.0,10.0,2.9219280948873623,1.0,10.0,2.9219280948873623,1.0,418.0,12.0,2.688721875540867,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,2.8150724101159437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,13.0,2.8150724101159437,1.0,13.0,2.8150724101159437,1.0,299.0,13.0,2.7192945256669794,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,16.0,3.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,16.0,3.625,1.0,16.0,3.625,1.0,599.0,13.0,2.8150724101159437,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,3.251629167387823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,12.0,3.251629167387823,1.0,12.0,3.251629167387823,1.0,299.0,14.0,2.209888638014727,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.3927474104487847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,5.0,1.0,0.0,13.0,3.3927474104487847,1.0,13.0,3.3927474104487847,1.0,21330.0,11.0,2.845350936622437,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,16.0,2.8522170014624826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,16.0,2.8522170014624826,1.0,16.0,2.8522170014624826,1.0,72.0,12.0,2.8553885422075336,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,16.0,3.452819531114783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,16.0,3.452819531114783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,9.0,2.725480556997868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,9.0,2.725480556997868,1.0,9.0,2.725480556997868,1.0,110.0,14.0,2.610577243331643,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,3.2516291673878226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,12.0,3.2516291673878226,1.0,12.0,3.2516291673878226,1.0,3269.0,10.0,2.846439344671015,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.238901256602631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,13.0,3.238901256602631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,3.084962500721156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,5.0,1.0,0.0,12.0,3.084962500721156,1.0,12.0,3.084962500721156,1.0,2634.0,13.0,2.66122625626979,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.3927474104487847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,13.0,3.3927474104487847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,3.095795255000934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,4.0,1.0,0.0,11.0,3.095795255000934,1.0,11.0,3.095795255000934,1.0,2768.0,15.0,2.5559130951758244,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,2.9182958340544896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,12.0,2.9182958340544896,1.0,12.0,2.9182958340544896,1.0,21433.0,13.0,2.71929452566698,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,9.0,2.94770277922009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,9.0,2.94770277922009,1.0,9.0,2.94770277922009,1.0,3599.0,13.0,2.5654483718208256,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.238901256602631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,13.0,3.238901256602631,1.0,13.0,3.238901256602631,1.0,44.0,13.0,2.8150724101159437,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.7219280948873625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,6.0,1.0,0.0,10.0,2.7219280948873625,1.0,10.0,2.7219280948873625,1.0,299.0,14.0,2.699513850319966,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,16.0,3.077819531114783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,16.0,3.077819531114783,1.0,16.0,3.077819531114783,1.0,3599.0,14.0,2.610577243331642,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,17.0,3.6168746059562227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,17.0,3.6168746059562227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,8.0,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,8.0,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,3.0957952550009344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,11.0,3.0957952550009344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.2389012566026314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,13.0,3.2389012566026314,1.0,13.0,3.2389012566026314,1.0,599.0,12.0,2.8553885422075336,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,3.0957952550009344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,11.0,3.0957952550009344,1.0,11.0,3.0957952550009344,1.0,11.0,13.0,2.8150724101159437,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,10.0,2.9219280948873623,1.0,10.0,2.9219280948873623,1.0,57.0,15.0,2.6892464285091577,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,15.0,3.3735572622751855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,15.0,3.3735572622751855,1.0,15.0,3.3735572622751855,1.0,219.0,14.0,2.7534343861887853,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.546593564294939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,13.0,3.546593564294939,1.0,13.0,3.546593564294939,1.0,2276.0,12.0,2.4591479170272446,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,3.0220552088742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,12.0,3.0220552088742,1.0,12.0,3.0220552088742,1.0,43.0,13.0,2.6031579868726,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.6464393446710153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,10.0,2.6464393446710153,1.0,10.0,2.6464393446710153,1.0,363.0,12.0,2.6258145836939115,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,18.0,3.3502090290998976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,18.0,3.3502090290998976,1.0,18.0,3.3502090290998976,1.0,338.0,11.0,2.663532754804255,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,15.0,3.3735572622751855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,15.0,3.3735572622751855,1.0,15.0,3.3735572622751855,1.0,553.0,14.0,2.556656707462823,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,19.0,3.8268748818646396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,19.0,3.8268748818646396,1.0,19.0,3.8268748818646396,1.0,10799.0,14.0,2.699513850319966,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,2.9139770731827523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,11.0,2.9139770731827523,1.0,11.0,2.9139770731827523,1.0,599.0,14.0,2.8423709931771084,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,14.0,3.039148671903071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,14.0,3.039148671903071,1.0,14.0,3.039148671903071,1.0,299.0,13.0,2.66122625626979,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,2.918295834054489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,12.0,2.918295834054489,1.0,12.0,2.918295834054489,1.0,231.0,12.0,2.688721875540867,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.7219280948873625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,10.0,2.7219280948873625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,2.688721875540867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,12.0,2.688721875540867,1.0,12.0,2.688721875540867,1.0,4259.0,15.0,2.822579761842492,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,17.0,3.734521664779752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,17.0,3.734521664779752,1.0,17.0,3.734521664779752,1.0,1169.0,14.0,2.610577243331642,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,2.7321588913645702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,11.0,2.7321588913645702,1.0,11.0,2.7321588913645702,1.0,26.0,13.0,1.9877733714879842,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,14.0,2.9852281360342516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,14.0,2.9852281360342516,1.0,14.0,2.9852281360342516,1.0,299.0,13.0,2.7192945256669794,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.085055102756477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,13.0,3.085055102756477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,8.0,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,8.0,2.75,1.0,8.0,2.75,1.0,3539.0,14.0,2.8423709931771093,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,20.0,3.5464393446710147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,20.0,3.5464393446710147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,3.121928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,10.0,3.121928094887362,1.0,10.0,3.121928094887362,1.0,288.0,12.0,1.8250112108241772,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,14.0,3.2359263506290334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,14.0,3.2359263506290334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,3.121928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,4.0,1.0,0.0,10.0,3.121928094887362,1.0,10.0,3.121928094887362,1.0,211.0,11.0,2.2312702546075758,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,17.0,3.734521664779752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,17.0,3.734521664779752,1.0,17.0,3.734521664779752,1.0,174.0,14.0,2.9852281360342516,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,3.121928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,10.0,3.121928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,2.9139770731827523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,11.0,2.9139770731827523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.392747410448785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,13.0,3.392747410448785,1.0,13.0,3.392747410448785,1.0,2929.0,12.0,2.6258145836939115,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,19.0,3.7216117239699025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,19.0,3.7216117239699025,1.0,19.0,3.7216117239699025,1.0,599.0,14.0,2.8962915290459286,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,3.2776134368191165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,11.0,3.2776134368191165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,17.0,3.6168746059562227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,17.0,3.6168746059562227,1.0,17.0,3.6168746059562227,1.0,599.0,12.0,2.625814583693911,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,2.8553885422075336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,12.0,2.8553885422075336,1.0,12.0,2.8553885422075336,1.0,59.0,13.0,2.199687794731328,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,7.0,1.950212064914747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,7.0,1.950212064914747,1.0,7.0,1.950212064914747,1.0,299.0,14.0,2.610577243331643,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,14.0,2.9502120649147474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,14.0,2.9502120649147474,1.0,14.0,2.9502120649147474,1.0,3599.0,14.0,3.182005814760214,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,3.0849625007211556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,12.0,3.0849625007211556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,18.0,3.3921472236645345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,18.0,3.3921472236645345,1.0,18.0,3.3921472236645345,1.0,899.0,15.0,2.7898980954642876,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,9.0,2.725480556997868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,9.0,2.725480556997868,1.0,9.0,2.725480556997868,1.0,149.0,14.0,2.556656707462823,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.721928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,10.0,2.721928094887362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,16.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,5.0,1.0,0.0,16.0,3.75,1.0,16.0,3.75,1.0,183.0,12.0,2.688721875540867,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,15.0,3.373557262275185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,15.0,3.373557262275185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,7.0,2.5216406363433186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,7.0,2.5216406363433186,1.0,7.0,2.5216406363433186,1.0,7040.0,11.0,2.8453509366224368,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,2.9312089489103235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,13.0,2.9312089489103235,1.0,13.0,2.9312089489103235,1.0,10799.0,9.0,2.197159723424149,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,14.0,3.3248629576173574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,14.0,3.3248629576173574,1.0,14.0,3.3248629576173574,1.0,599.0,14.0,2.556656707462823,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,2.9139770731827523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,2.0,1.0,0.0,11.0,2.9139770731827523,1.0,11.0,2.9139770731827523,1.0,17.0,13.0,2.199687794731328,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,11.0,2.9139770731827523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,4.0,1.0,0.0,11.0,2.9139770731827523,1.0,11.0,2.9139770731827523,1.0,183.0,13.0,2.66122625626979,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,13.0,3.0269868333592873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,4.0,1.0,0.0,13.0,3.0269868333592873,1.0,13.0,3.0269868333592873,1.0,23.0,12.0,2.6258145836939115,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,21.0,3.5351745656359026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,21.0,3.5351745656359026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,14.0,3.521640636343319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,14.0,3.521640636343319,1.0,14.0,3.521640636343319,1.0,299.0,15.0,2.6565647621309543,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,0.0,1.0,1.0,10.0,2.9219280948873623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1.0,0.0,1.0,0.0,12.0,3.084962500721156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,8.0,3.0
1.0,1.0,1.0,0.0,12.0,3.084962500721156,1.0,12.0,3.084962500721156,1.0,299.0,14.0,2.6455933144511468,1.0,-0.0,41.0,0.0,0.0
